year,pick,nominator,player,member_id,drafted_by,price,position,total_fan_points,fan_points_per_dollar_spent
2023,31,Jack,Justin Herbert,8,Justin,42,QB,248.16,5.908571428571428
2023,32,Bill,Joe Burrow,5,Eric + Mark,40,QB,157.66,3.9415
2023,33,Jon,Joe Mixon,3,Bryan,16,RB,219.3,13.70625
2023,34,Mario,Tony Pollard,10,Nate,38,RB,184,4.842105263157895
2023,35,Nate,Davante Adams,7,Jon,27,WR,182.3,6.751851851851852
2023,36,Grossman,Jaylen Waddle,8,Justin,24,WR,154.6,6.441666666666666
2023,37,Daniel,Deshaun Watson,5,Eric + Mark,11,QB,89.3,8.118181818181817
2023,38,Brian,Najee Harris,3,Bryan,20,RB,171.7,8.584999999999999
2023,39,Justin,T.J. Hockenson,3,Bryan,15,TE,147.5,9.833333333333334
2023,40,Mario,Travis Etienne,2,Brian,23,RB,249.2,10.834782608695651
2023,41,Bryan,Cam Akers,3,Bryan,10,RB,41.7,4.17
2023,42,Bryan,Chris Olave,9,Mario,24,WR,167.7,6.9875
2023,43,Brian,Keenan Allen,2,Brian,9,WR,208.36,23.151111111111113
2023,44,Daniel,Jahmyr Gibbs,2,Brian,32,RB,210.1,6.565625
2023,45,Grossman,Russell Wilson,7,Jon,6,QB,278.4,46.4
2023,46,Nate,Rhamondre Stevenson,5,Eric + Mark,24,RB,127.7,5.320833333333334
2023,47,Justin,Jahan Dotson,3,Bryan,4,WR,87.1,21.775
2023,48,Jon,DeVonta Smith,4,Daniel,17,WR,170.6,10.035294117647059
2023,49,Bill,Deebo Samuel,4,Daniel,19,WR,203.5,10.710526315789474
2023,50,Jack,Brandon Aiyuk,6,Jack,7,WR,211.7,30.24285714285714
2023,51,Jack,Kirk Cousins,7,Jon,13,QB,159.74,12.287692307692309
2023,52,Bill,Breece Hall,2,Brian,10,RB,217,21.7
2023,53,Jon,Jerry Jeudy,3,Bryan,13,WR,86.4,6.6461538461538465
2023,54,Mario,Aaron Jones,6,Jack,9,RB,111.8,12.422222222222222
2023,55,Nate,Amari Cooper,9,Mario,11,WR,189.5,17.227272727272727
2023,56,Grossman,J.K. Dobbins,5,Eric + Mark,8,RB,9.7,1.2125
2023,57,Daniel,DJ Moore,4,Daniel,16,WR,222.1,13.88125
2023,58,Brian,DeAndre Hopkins,9,Mario,5,WR,164,32.8
2023,59,Justin,Khalil Herbert,4,Daniel,6,RB,109.4,18.233333333333334
2023,60,Bryan,Calvin Ridley,3,Bryan,20,WR,163.8,8.190000000000001
2023,61,Bryan,Kenneth Walker,1,Bill,21,RB,184.8,8.8
2023,62,Justin,Dak Prescott,9,Mario,11,QB,339.18,30.834545454545456
2023,63,Brian,Terry McLaurin,7,Jon,9,WR,146.6,16.288888888888888
2023,64,Daniel,James Conner,5,Eric + Mark,9,RB,178.6,19.844444444444445
2023,65,Grossman,Geno Smith,1,Bill,13,QB,217.4,16.723076923076924
2023,66,Nate,Miles Sanders,4,Daniel,20,RB,73.8,3.69
2023,67,Mario,Anthony Richardson,2,Brian,7,QB,74.68,10.668571428571429
2023,68,Jon,George Kittle,7,Jon,9,TE,162.7,18.077777777777776
2023,69,Bill,Alexander Mattison,8,Justin,19,RB,114.8,6.042105263157895
2023,70,Jack,Mike Evans,7,Jon,8,WR,227.3,28.4125
2023,71,Jack,George Pickens,5,Eric + Mark,6,WR,174.5,29.083333333333332
2023,72,Bill,Jared Goff,2,Brian,15,QB,275.8,18.386666666666667
2023,73,Jon,Tyler Lockett,6,Jack,5,WR,128.8,25.76
2023,74,Mario,Derek Carr,6,Jack,9,QB,225.96,25.10666666666667
2023,75,Nate,Christian Watson,10,Nate,17,WR,81.3,4.7823529411764705
2023,76,Grossman,Christian Kirk,7,Jon,5,WR,112.76,22.552
2023,77,Daniel,Philadelphia Eagles,9,Mario,4,DS,40,10
2023,78,Brian,Alvin Kamara,7,Jon,6,RB,187.5,31.25
2023,79,Justin,Isiah Pacheco,7,Jon,7,RB,203.9,29.12857142857143
2023,80,Bryan,Brock Purdy,9,Mario,7,QB,311.1,44.44285714285714
2023,81,Bryan,Jordan Love,10,Nate,7,QB,308.52,44.074285714285715
2023,82,Justin,Drake London,6,Jack,5,WR,126.28,25.256
2023,83,Brian,Tank Bigsby,3,Bryan,3,RB,24.7,8.233333333333333
2023,84,Daniel,Dameon Pierce,4,Daniel,12,RB,71.2,5.933333333333334
2023,85,Grossman,Mike Williams,7,Jon,10,WR,37.2,3.72
2023,86,Nate,A.J. Dillon,6,Jack,8,RB,115.6,14.45
2023,87,Mario,Dalvin Cook,9,Mario,5,RB,31.7,6.34
2023,88,Jon,Jaxon Smith-Njigba,7,Jon,7,WR,97.4,13.914285714285715
2023,89,Bill,David Montgomery,7,Jon,8,RB,212.7,26.5875
2023,90,Jack,Michael Pittman,5,Eric + Mark,5,WR,168.3,33.660000000000004
2023,91,Jack,Michael Thomas,6,Jack,3,WR,60.8,20.266666666666666
2023,92,Bill,Chris Godwin,1,Bill,5,WR,149.7,29.939999999999998
2023,93,Jon,San Francisco 49ers,7,Jon,1,DS,64.5,64.5
2023,94,Mario,James Cook,1,Bill,7,RB,220,31.428571428571427
2023,95,Nate,Diontae Johnson,9,Mario,4,WR,101.8,25.45
2023,96,Grossman,Darren Waller,7,Jon,8,TE,67.7,8.4625
2023,97,Daniel,Dallas Cowboys,6,Jack,2,DS,92.5,46.25
2023,98,Brian,Elijah Mitchell,4,Daniel,2,RB,34.3,17.15
2023,99,Justin,Zach Charbonnet,2,Brian,2,RB,84.1,42.05
2023,100,Bryan,Javonte Williams,5,Eric + Mark,11,RB,139.2,12.654545454545454
2023,101,Bryan,Marquise Brown,9,Mario,2,WR,98.2,49.1
2023,102,Justin,New England Patriots,8,Justin,1,DS,64,64
2023,103,Brian,Evan Engram,6,Jack,3,TE,121.9,40.63333333333333
2023,104,Daniel,Rachaad White,8,Justin,5,RB,226.1,45.22
2023,105,Grossman,D'Andre Swift,2,Brian,6,RB,190.3,31.71666666666667
2023,106,Nate,Brian Robinson,9,Mario,2,RB,181.6,90.8
2023,107,Mario,Cole Kmet,9,Mario,1,TE,121.5,121.5
2023,108,Bill,Tyler Allgeier,1,Bill,3,RB,135.2,45.06666666666666
2023,109,Jack,Treylon Burks,6,Jack,1,WR,27.9,27.9
2023,110,Jack,Matthew Stafford,6,Jack,5,QB,254.1,50.82
2023,111,Bill,Kenny Pickett,2,Brian,3,QB,115.7,38.56666666666667
2023,112,Mario,Gabe Davis,8,Justin,2,WR,135.9,67.95
2023,113,Nate,Samaje Perine,5,Eric + Mark,2,RB,85.3,42.65
2023,114,Grossman,Dallas Goedert,9,Mario,5,TE,93.9,18.78
2023,115,Daniel,Kyle Pitts,2,Brian,5,TE,97.1,19.419999999999998
2023,116,Brian,Antonio Gibson,8,Justin,2,RB,88.8,44.4
2023,117,Justin,Jimmy Garoppolo,5,Eric + Mark,2,QB,69.1,34.55
2023,118,Bryan,Kenneth Gainwell,3,Bryan,2,RB,73.68,36.84
2023,119,Bryan,K.J. Osborn,3,Bryan,2,WR,83.6,41.8
2023,120,Justin,Bryce Young,3,Bryan,2,QB,159.72,79.86
2023,121,Brian,Kadarius Toney,8,Justin,2,WR,32.5,16.25
2023,122,Daniel,Pat Freiermuth,5,Eric + Mark,2,TE,51.7,25.85
2023,123,Grossman,Rashaad Penny,2,Brian,2,RB,2.7,1.35
2023,124,Nate,Jeff Wilson,8,Justin,2,RB,27.8,13.9
2023,125,Bill,Courtland Sutton,8,Justin,2,WR,144,72
2023,126,Jack,Roschon Johnson,6,Jack,1,RB,76.1,76.1
2023,127,Bill,JuJu Smith-Schuster,1,Bill,1,WR,38,38
2023,128,Nate,Jordan Addison,8,Justin,3,WR,157.1,52.36666666666667
2023,129,Grossman,Ezekiel Elliott,5,Eric + Mark,2,RB,133.9,66.95
2023,130,Daniel,Jamaal Williams,4,Daniel,1,RB,41.4,41.4
2023,131,Brian,Buffalo Bills,2,Brian,1,DS,62,62
2023,132,Justin,Dalton Kincaid,8,Justin,3,TE,80.9,26.96666666666667
2023,133,Bryan,Baltimore Ravens,3,Bryan,2,DS,85.5,42.75
2023,134,Bryan,Clyde Edwards-Helaire,3,Bryan,2,RB,60.1,30.05
2023,135,Justin,Mac Jones,8,Justin,1,QB,110.9,110.9
2023,136,Brian,Zay Flowers,2,Brian,2,WR,149.4,74.7
2023,137,Daniel,Raheem Mostert,4,Daniel,1,RB,268.7,268.7
2023,138,Grossman,Brandin Cooks,5,Eric + Mark,1,WR,124.5,124.5
2023,139,Nate,Skyy Moore,10,Nate,2,WR,39.2,19.6
2023,140,Bill,Quentin Johnston,1,Bill,1,WR,62.7,62.7
2023,141,Bill,Jerick McKinnon,1,Bill,1,RB,65.36,65.36
2023,142,Nate,Damien Harris,10,Nate,1,RB,21,21
2023,143,Grossman,New Orleans Saints,5,Eric + Mark,1,DS,83,83
2023,144,Daniel,David Njoku,4,Daniel,1,TE,138.7,138.7
2023,145,Daniel,Nico Collins,4,Daniel,1,WR,182.9,182.9
2023,146,Nate,Pittsburgh Steelers,10,Nate,1,DS,55.5,55.5
2023,147,Bill,New York Jets,1,Bill,1,DS,74,74
2023,148,Bill,C.J. Stroud,1,Bill,1,QB,274.46,274.46
2023,149,Nate,Sam Howell,10,Nate,1,QB,263.12,263.12
2023,150,Daniel,Kyler Murray,4,Daniel,1,QB,132.08,132.08
2023,151,Daniel,Kansas City Chiefs,4,Daniel,1,DS,64,64
2023,152,Nate,Rashod Bateman,10,Nate,1,WR,54.5,54.5
2023,153,Bill,Jaylen Warren,1,Bill,1,RB,160.9,160.9
2023,154,Bill,Michael Gallup,1,Bill,1,WR,62.3,62.3
2023,155,Nate,Ryan Tannehill,10,Nate,1,QB,69.12,69.12
2023,156,Nate,Elijah Moore,10,Nate,1,WR,87.6,87.6
2023,157,Nate,Jameson Williams,10,Nate,1,WR,62.3,62.3
2023,158,Nate,Gus Edwards,10,Nate,1,RB,192.2,192.2
2023,159,Nate,Dalton Schultz,10,Nate,1,TE,103.3,103.3
2023,160,Daniel,Kendre Miller,4,Daniel,1,RB,24.4,24.4
2024,1,Bill,Anthony Richardson,4,Daniel,38,QB,176.36,4.6410526315789475
2024,2,Bryan,Josh Allen,5,Eric + Mark,55,QB,405.04,7.3643636363636364
2024,3,Daniel,Jalen Hurts,4,Daniel,54,QB,341.12,6.3170370370370375
2024,4,Grossman,Christian McCaffrey,6,Jack,47,RB,41.8,0.8893617021276595
2024,5,Nate,Lamar Jackson,5,Eric + Mark,46,QB,433.4,9.421739130434782
2024,6,Mario,CeeDee Lamb,8,Justin,41,WR,194.4,4.741463414634146
2024,7,Brian,Jonathan Taylor,1,Bill,40,RB,246.2,6.154999999999999
2024,8,Jack,Jahmyr Gibbs,9,Mario,34,RB,312.4,9.188235294117646
2024,9,Justin,C.J. Stroud,1,Bill,35,QB,225.38,6.4394285714285715
2024,10,Jon,Derrick Henry,10,Nate,37,RB,345.8,9.345945945945946
2024,11,Jon,Puka Nacua,8,Justin,29,WR,160.1,5.520689655172413
2024,12,Justin,Tyreek Hill,2,Brian,40,WR,165.7,4.1425
2024,13,Jack,Breece Hall,6,Jack,45,RB,194.7,4.326666666666666
2024,14,Brian,Ja'Marr Chase,1,Bill,39,WR,300.9,7.715384615384615
2024,15,Mario,Patrick Mahomes,7,Jon,50,QB,298.02,5.9604
2024,16,Nate,Joe Burrow,3,Bryan,32,QB,383.84,11.995
2024,17,Grossman,Kyler Murray,2,Brian,38,QB,282.36,7.430526315789474
2024,18,Daniel,Jordan Love,10,Nate,33,QB,235.1,7.124242424242424
2024,19,Bryan,Bijan Robinson,9,Mario,48,RB,296.4,6.175
2024,20,Bill,Saquon Barkley,8,Justin,37,RB,385.8,10.427027027027027
2024,21,Bill,Kyren Williams,9,Mario,35,RB,283.6,8.102857142857143
2024,22,Bryan,Justin Jefferson,2,Brian,34,WR,244.58,7.193529411764707
2024,23,Daniel,A.J. Brown,6,Jack,33,WR,181.9,5.512121212121213
2024,24,Grossman,Garrett Wilson,4,Daniel,28,WR,179.3,6.403571428571429
2024,25,Nate,De'Von Achane,3,Bryan,26,RB,231.8,8.915384615384616
2024,26,Mario,Amon-Ra St. Brown,10,Nate,35,WR,229.98,6.570857142857142
2024,27,Brian,Chris Olave,9,Mario,26,WR,57.7,2.2192307692307693
2024,28,Jack,Mike Evans,5,Eric + Mark,20,WR,180.5,9.025
2024,29,Justin,Trevor Lawrence,8,Justin,22,QB,154.2,7.009090909090909
2024,30,Jon,Dak Prescott,3,Bryan,21,QB,122.52,5.8342857142857145
2024,31,Jon,Kenneth Walker,3,Bryan,20,RB,156.7,7.834999999999999
2024,32,Justin,Travis Etienne,10,Nate,33,RB,103.7,3.1424242424242426
2024,33,Jack,Josh Jacobs,7,Jon,28,RB,286.5,10.232142857142858
2024,34,Brian,Travis Kelce,8,Justin,19,TE,122.4,6.442105263157895
2024,35,Mario,Isiah Pacheco,10,Nate,31,RB,53.4,1.7225806451612902
2024,36,Nate,Rachaad White,4,Daniel,24,RB,170.6,7.108333333333333
2024,37,Grossman,Jayden Daniels,8,Justin,21,QB,379.1,18.052380952380954
2024,38,Daniel,Sam LaPorta,4,Daniel,21,TE,124.8,5.942857142857143
2024,39,Bryan,Jared Goff,9,Mario,19,QB,334.72,17.61684210526316
2024,40,Bill,Deebo Samuel,1,Bill,23,WR,121.1,5.265217391304348
2024,41,Bill,Joe Mixon,2,Brian,18,RB,240.7,13.372222222222222
2024,42,Bryan,Brock Purdy,7,Jon,19,QB,290.86,15.30842105263158
2024,43,Daniel,Marvin Harrison,5,Eric + Mark,20,WR,142.7,7.135
2024,44,Grossman,DJ Moore,6,Jack,19,WR,148.5,7.815789473684211
2024,45,Nate,Drake London,5,Eric + Mark,19,WR,180.6,9.505263157894737
2024,46,Mario,Raheem Mostert,3,Bryan,17,RB,62.4,3.6705882352941175
2024,47,Brian,Jaylen Waddle,6,Jack,15,WR,107.6,7.173333333333333
2024,48,Jack,Aaron Jones,3,Bryan,15,RB,216.6,14.44
2024,49,Justin,Nico Collins,10,Nate,18,WR,160.3,8.905555555555557
2024,50,Jon,Brandon Aiyuk,2,Brian,15,WR,48.9,3.26
2024,51,Jon,Tua Tagovailoa,9,Mario,15,QB,191.08,12.738666666666667
2024,52,Justin,Cooper Kupp,7,Jon,18,WR,125.5,6.972222222222222
2024,53,Jack,James Cook,4,Daniel,21,RB,255.4,12.161904761904761
2024,54,Brian,DeVonta Smith,1,Bill,13,WR,152.4,11.723076923076924
2024,55,Mario,James Conner,5,Eric + Mark,13,RB,255.8,19.676923076923078
2024,56,Nate,Davante Adams,9,Mario,14,WR,166.5,11.892857142857142
2024,57,Grossman,D'Andre Swift,8,Justin,14,RB,185,13.214285714285714
2024,58,Daniel,Rhamondre Stevenson,2,Brian,7,RB,164.9,23.557142857142857
2024,59,Bryan,Caleb Williams,6,Jack,22,QB,264.62,12.02818181818182
2024,60,Bill,DK Metcalf,3,Bryan,10,WR,134.4,13.440000000000001
2024,61,Bill,Trey McBride,2,Brian,11,TE,160.3,14.572727272727274
2024,62,Bryan,Justin Herbert,2,Brian,15,QB,268.86,17.924
2024,63,Daniel,Mark Andrews,3,Bryan,7,TE,136.9,19.557142857142857
2024,64,Grossman,David Montgomery,7,Jon,10,RB,214.72,21.472
2024,65,Nate,Malik Nabers,2,Brian,10,WR,182.2,18.22
2024,66,Mario,Zamir White,5,Eric + Mark,7,RB,25.8,3.685714285714286
2024,67,Brian,Stefon Diggs,7,Jon,9,WR,88.92,9.88
2024,68,Jack,Tee Higgins,3,Bryan,7,WR,165.3,23.614285714285717
2024,69,Justin,Dalton Kincaid,1,Bill,13,TE,67.3,5.176923076923076
2024,70,Jon,Alvin Kamara,7,Jon,8,RB,234.3,29.2875
2024,71,Jon,Terry McLaurin,7,Jon,4,WR,203.6,50.9
2024,72,Justin,Michael Pittman,7,Jon,9,WR,108.1,12.011111111111111
2024,73,Jack,George Pickens,3,Bryan,5,WR,126.4,25.28
2024,74,Brian,Deshaun Watson,2,Brian,1,QB,80.22,80.22
2024,75,Mario,Will Levis,6,Jack,3,QB,114.14,38.04666666666667
2024,76,Nate,Kyle Pitts,3,Bryan,7,TE,90.7,12.957142857142857
2024,77,Grossman,Aaron Rodgers,1,Bill,5,QB,235.12,47.024
2024,78,Daniel,Khalil Shakir,5,Eric + Mark,2,WR,126,63
2024,79,Bryan,Matthew Stafford,3,Bryan,7,QB,223.58,31.94
2024,80,Bill,Keenan Allen,6,Jack,3,WR,132.9,44.300000000000004
2024,81,Bill,Kirk Cousins,3,Bryan,11,QB,184.32,16.756363636363634
2024,82,Bryan,Amari Cooper,7,Jon,4,WR,88.7,22.175
2024,83,Daniel,Rome Odunze,2,Brian,2,WR,110.1,55.05
2024,84,Grossman,Nick Chubb,3,Bryan,4,RB,66.3,16.575
2024,85,Nate,Baker Mayfield,6,Jack,5,QB,365.16,73.03200000000001
2024,86,Mario,Javonte Williams,7,Jon,6,RB,116.1,19.349999999999998
2024,87,Brian,George Kittle,5,Eric + Mark,9,TE,184.4,20.48888888888889
2024,88,Jack,Najee Harris,1,Bill,2,RB,189,94.5
2024,89,Justin,Rashee Rice,1,Bill,3,WR,51.9,17.3
2024,90,Jon,Geno Smith,7,Jon,4,QB,255.68,63.92
2024,91,Jon,Christian Kirk,7,Jon,11,WR,52.4,4.763636363636364
2024,92,Justin,Ezekiel Elliott,8,Justin,1,RB,52.5,52.5
2024,93,Jack,Jonathon Brooks,8,Justin,3,RB,5.5,1.8333333333333333
2024,94,Brian,Zack Moss,7,Jon,3,RB,69.4,23.133333333333336
2024,95,Mario,Tank Dell,3,Bryan,8,WR,108.5,13.5625
2024,96,Nate,Brian Robinson,1,Bill,5,RB,165.7,33.14
2024,97,Grossman,Zay Flowers,8,Justin,4,WR,165.4,41.35
2024,98,Daniel,Blake Corum,4,Daniel,3,RB,32.3,10.766666666666666
2024,99,Bryan,Calvin Ridley,1,Bill,4,WR,147.9,36.975
2024,100,Bill,Jayden Reed,1,Bill,3,WR,158.4,52.800000000000004
2024,101,Bill,Gus Edwards,1,Bill,5,RB,67.6,13.52
2024,102,Bryan,Marquise Brown,3,Bryan,1,WR,11.6,11.6
2024,103,Daniel,Tony Pollard,2,Brian,2,RB,186.5,93.25
2024,104,Grossman,Devin Singletary,5,Eric + Mark,3,RB,84.9,28.3
2024,105,Nate,Tyjae Spears,1,Bill,3,RB,95.1,31.7
2024,106,Mario,Daniel Jones,1,Bill,2,QB,146.3,73.15
2024,107,Brian,Jaylen Warren,2,Brian,4,RB,105.5,26.375
2024,108,Jack,Jordan Addison,6,Jack,1,WR,168.5,168.5
2024,109,Justin,Chase Brown,8,Justin,4,RB,233.5,58.375
2024,110,Jon,Jake Ferguson,7,Jon,7,TE,52.7,7.528571428571429
2024,111,Jon,Chicago Bears,7,Jon,10,DST,47.5,4.75
2024,112,Justin,Russell Wilson,8,Justin,1,QB,169.26,169.26
2024,113,Jack,David Njoku,6,Jack,1,TE,93.5,93.5
2024,114,Brian,Ladd McConkey,2,Brian,1,WR,174.4,174.4
2024,115,Mario,Joshua Palmer,10,Nate,2,WR,81.9,40.95
2024,116,Nate,Bryce Young,10,Nate,2,QB,162.58,81.29
2024,117,Grossman,Bo Nix,5,Eric + Mark,1,QB,300.66,300.66
2024,118,Daniel,Christian Watson,4,Daniel,1,WR,90.3,90.3
2024,119,Bill,Kansas City Chiefs,1,Bill,5,DST,60.5,12.1
2024,120,Daniel,Chris Godwin,4,Daniel,1,WR,106.3,106.3
2024,121,Grossman,Courtland Sutton,5,Eric + Mark,1,WR,172.5,172.5
2024,122,Nate,Xavier Worthy,10,Nate,2,WR,143.7,71.85
2024,123,Mario,Evan Engram,9,Mario,1,TE,52.5,52.5
2024,124,Brian,Jerome Ford,4,Daniel,2,RB,113,56.5
2024,125,Jack,Baltimore Ravens,6,Jack,1,DST,39.5,39.5
2024,126,Justin,Brian Thomas,8,Justin,1,WR,214.2,214.2
2024,127,Justin,Austin Ekeler,8,Justin,1,RB,107.6,107.6
2024,128,Jack,J.K. Dobbins,4,Daniel,2,RB,176.3,88.15
2024,129,Brian,Trey Benson,2,Brian,1,RB,50,50
2024,130,Mario,Diontae Johnson,9,Mario,1,WR,65.9,65.9
2024,131,Nate,Brock Bowers,10,Nate,1,TE,171.7,171.7
2024,132,Grossman,Rico Dowdle,5,Eric + Mark,1,RB,180.9,180.9
2024,133,Daniel,Zach Charbonnet,4,Daniel,1,RB,151.3,151.3
2024,134,Daniel,Jaleel McLaughlin,4,Daniel,1,RB,79.4,79.4
2024,135,Grossman,Cole Kmet,5,Eric + Mark,1,TE,83.6,83.6
2024,136,Nate,Justin Fields,10,Nate,1,QB,128.14,128.14
2024,137,Mario,Curtis Samuel,9,Mario,1,WR,31,31
2024,138,Brian,MarShawn Lloyd,2,Brian,1,RB,1.8,1.8
2024,139,Jack,Tyler Allgeier,6,Jack,1,RB,107.3,107.3
2024,140,Justin,Jaxon Smith-Njigba,8,Justin,1,WR,183.2,183.2
2024,141,Justin,Pittsburgh Steelers,8,Justin,1,DST,71.5,71.5
2024,142,Jack,Ty Chandler,6,Jack,1,RB,27.9,27.9
2024,143,Mario,Braelon Allen,9,Mario,1,RB,76.4,76.4
2024,144,Nate,New York Jets,10,Nate,1,DST,37,37
2024,145,Grossman,Keon Coleman,5,Eric + Mark,1,WR,88.5,88.5
2024,146,Daniel,Chuba Hubbard,4,Daniel,1,RB,237.1,237.1
2024,147,Daniel,Khalil Herbert,4,Daniel,1,RB,15.2,15.2
2024,148,Grossman,Sam Darnold,5,Eric + Mark,1,QB,316.82,316.82
2024,149,Nate,Derek Carr,10,Nate,1,QB,151.4,151.4
2024,150,Mario,DeAndre Hopkins,9,Mario,1,WR,106,106
2024,151,Jack,Jameson Williams,6,Jack,1,WR,174.3,174.3
2024,152,Jack,Dallas Goedert,6,Jack,1,TE,65.1,65.1
2024,153,Nate,Tyler Lockett,10,Nate,1,WR,85.2,85.2
2024,154,Daniel,San Francisco 49ers,4,Daniel,1,DST,35,35
2024,155,Nate,Jaylen Wright,10,Nate,1,RB,29.6,29.6
2024,156,Brian,Rashid Shaheed,10,Nate,1,WR,59.3,59.3
2024,157,Mario,Romeo Doubs,9,Mario,1,WR,100.6,100.6
2024,158,Mario,Ja'Lynn Polk,9,Mario,1,WR,21.7,21.7
2024,159,Mario,Justice Hill,9,Mario,1,RB,98.6,98.6
2024,160,Mario,Brandin Cooks,9,Mario,1,WR,50.1,50.1
