year,player_id,player_name,LOOKUP Column,position,nfl_team,weeks_played,total_fantasy_points,avg_points_per_game
2021,4123,Ethan Pocic,2021Ethan Pocic,OL,CLE,16,0,0
2021,4124,Ahkello Witherspoon,2021Ahkello Witherspoon,CB,LAR,12,0,0
2021,4191,Matt Milano,2021Matt Milano,LB,BUF,16,0,0
2021,4203,Anthony Walker,2021Anthony Walker,LB,IND,16,0,0
2021,4225,Tanner Vallejo,2021Tanner Vallejo,LB,,15,0,0
2021,4229,Mason Schreck,2021Mason Schreck,TE,,16,0,0
2021,4245,Kyle Fuller,2021Kyle Fuller,OL,,15,0,0
2021,4251,Tanzel Smart,2021Tanzel Smart,DT,,16,0,0
2021,4253,Vincent Taylor,2021Vincent Taylor,DT,,16,0,0
2021,4323,Darrell Daniels,2021Darrell Daniels,TE,,15,0,0
2021,4325,Thomas Hennessy,2021Thomas Hennessy,LS,NYJ,16,0,0
2021,4371,Josh Tupou,2021Josh Tupou,DT,BAL,16,0,0
2021,439,JJ Jansen,2021JJ Jansen,LS,CAR,16,0,0
2021,4390,Matt Haack,2021Matt Haack,P,,16,0,0
2021,4395,Torry McTyer,2021Torry McTyer,CB,,16,0,0
2021,4402,Tashawn Bower,2021Tashawn Bower,DE,,15,0,0
2021,4415,Adam Butler,2021Adam Butler,DT,LV,16,0,0
2021,4427,Kenny Moore,2021Kenny Moore,CB,IND,16,0,0
2021,4439,Breon Borders,2021Breon Borders,CB,,13,0,0
2021,4489,Gehrig Dieter,2021Gehrig Dieter,WR,,16,0,0
2021,4503,Arthur Maulet,2021Arthur Maulet,CB,DET,16,0,0
2021,4611,Justin Hardee,2021Justin Hardee,CB,,16,0,0
2021,4689,Jamal Carter,2021Jamal Carter,DB,,16,0,0
2021,4947,Billy Price,2021Billy Price,OL,,15,0,0
2021,4959,Scott Daly,2021Scott Daly,LS,CHI,16,0,0
2021,4974,Terrell Edmunds,2021Terrell Edmunds,DB,LV,16,0,0
2021,4975,Taven Bryan,2021Taven Bryan,DE,BAL,16,0,0
2021,4977,Isaiah Wynn,2021Isaiah Wynn,OL,,16,0,0
2021,5023,Chukwuma Okorafor,2021Chukwuma Okorafor,OL,NYJ,16,0,0
2021,5030,Harold Landry,2021Harold Landry,LB,NE,16,0,0
2021,5040,Tarvarius Moore,2021Tarvarius Moore,DB,,16,0,0
2021,5041,Fred Warner,2021Fred Warner,LB,SF,15,0,0
2021,5048,Isaac Yiadom,2021Isaac Yiadom,CB,NO,16,0,0
2021,5051,Donte Jackson,2021Donte Jackson,CB,LAC,16,0,0
2021,5062,Mason Cole,2021Mason Cole,OL,,16,0,0
2021,5073,Sebastian Joseph-Day,2021Sebastian Joseph-Day,DT,TEN,15,0,0
2021,5104,Scott Quessenberry,2021Scott Quessenberry,OL,,16,0,0
2021,5181,Chandon Sullivan,2021Chandon Sullivan,CB,,16,0,0
2021,5253,Jordan Franks,2021Jordan Franks,TE,,3,0,0
2021,529,Carlos Dunlap,2021Carlos Dunlap,DL,,16,0,0
2021,531,Joe Haden,2021Joe Haden,CB,,12,0,0
2021,5317,Keion Crossen,2021Keion Crossen,DB,,16,0,0
2021,5318,Ja'Whaun Bentley,2021Ja'Whaun Bentley,LB,,16,0,0
2021,5321,Hunter Bradley,2021Hunter Bradley,LS,,8,0,0
2021,5332,Foyesade Oluokun,2021Foyesade Oluokun,LB,JAX,16,0,0
2021,5363,Matt Pryor,2021Matt Pryor,T,PHI,16,0,0
2021,5372,D.J. Reed,2021D.J. Reed,CB,DET,15,0,0
2021,5378,Jacob Martin,2021Jacob Martin,DE,WAS,16,0,0
2021,5423,Trent Scott,2021Trent Scott,T,WAS,15,0,0
2021,5436,Emmanuel Moseley,2021Emmanuel Moseley,CB,,16,0,0
2021,5454,Coleman Shelton,2021Coleman Shelton,OL,LAR,16,0,0
2021,548,Jon Weeks,2021Jon Weeks,LS,SF,16,0,0
2021,5526,Darious Williams,2021Darious Williams,CB,LAR,16,0,0
2021,5528,Montrel Meander,2021Montrel Meander,LB,,16,0,0
2021,5531,Christian DiLauro,2021Christian DiLauro,T,,16,0,0
2021,5583,Craig James,2021Craig James,CB,,15,0,0
2021,5642,Trayvon Henderson,2021Trayvon Henderson,DB,,16,0,0
2021,5664,Trent Harris,2021Trent Harris,LB,,15,0,0
2021,5722,Darvin Kidsy,2021Darvin Kidsy,WR,,1,0,0
2021,5815,Chris Jones,2021Chris Jones,CB,,14,0,0
2021,5845,Dwayne Haskins,2021Dwayne Haskins,QB,PIT,6,0,0
2021,5864,Byron Murphy,2021Byron Murphy,CB,MIN,16,0,0
2021,5871,Zach Allen,2021Zach Allen,DE,DEN,16,0,0
2021,5883,Lonnie Johnson,2021Lonnie Johnson,DB,LV,16,0,0
2021,5893,C.J. Gardner-Johnson,2021C.J. Gardner-Johnson,DB,,16,0,0
2021,5895,Chris Lindstrom,2021Chris Lindstrom,G,ATL,16,0,0
2021,5904,David Edwards,2021David Edwards,OL,BUF,16,0,0
2021,5911,Jalen Hurd,2021Jalen Hurd,WR,,8,0,0
2021,5930,Jaquan Johnson,2021Jaquan Johnson,DB,,16,0,0
2021,5964,Dennis Daley,2021Dennis Daley,G,,16,0,0
2021,5977,Terry Godwin,2021Terry Godwin,WR,,16,0,0
2021,5993,Dakota Allen,2021Dakota Allen,LB,,13,0,0
2021,6000,Ryan Bates,2021Ryan Bates,OL,CHI,16,0,0
2021,6006,Byron Cowart,2021Byron Cowart,DT,NYJ,16,0,0
2021,6009,Jordan Miller,2021Jordan Miller,DB,,4,0,0
2021,6029,Jackson Barton,2021Jackson Barton,T,,8,0,0
2021,605,Everson Griffen,2021Everson Griffen,DE,,16,0,0
2021,6093,Jake Bailey,2021Jake Bailey,P,MIA,16,0,0
2021,6098,Ben Burr-Kirven,2021Ben Burr-Kirven,LB,,16,0,0
2021,6116,John Cominsky,2021John Cominsky,DE,,7,0,0
2021,6125,Jeffery Simmons,2021Jeffery Simmons,DT,TEN,16,0,0
2021,6131,Mack Wilson,2021Mack Wilson,LB,ARI,15,0,0
2021,6133,Chase Winovich,2021Chase Winovich,DE,,16,0,0
2021,6138,Saivion Smith,2021Saivion Smith,CB,,15,0,0
2021,6145,Juan Thornhill,2021Juan Thornhill,DB,PIT,16,0,0
2021,6158,Olisaemeka Udoh,2021Olisaemeka Udoh,G,TEN,16,0,0
2021,6177,Khalen Saunders,2021Khalen Saunders,DT,JAX,13,0,0
2021,6179,Jahlani Tavai,2021Jahlani Tavai,LB,NE,15,0,0
2021,6222,Ka'dar Hollman,2021Ka'dar Hollman,DB,,15,0,0
2021,6224,Drew Forbes,2021Drew Forbes,OG,,16,0,0
2021,6244,Brandon Rusnak,2021Brandon Rusnak,CB,,16,0,0
2021,6284,Marcus Epps,2021Marcus Epps,DB,PHI,16,0,0
2021,6304,Michael Dogbe,2021Michael Dogbe,DE,,16,0,0
2021,6387,Nsimba Webster,2021Nsimba Webster,WR,,16,0,0
2021,6560,Koda Martin,2021Koda Martin,OL,,8,0,0
2021,6566,Blake Hance,2021Blake Hance,OG,TEN,16,0,0
2021,6611,Andrew Dowell,2021Andrew Dowell,LB,,15,0,0
2021,6619,Kabion Ento,2021Kabion Ento,CB,,16,0,0
2021,6784,Derrick Brown,2021Derrick Brown,DT,CAR,16,0,0
2021,6792,Javon Kinlaw,2021Javon Kinlaw,DT,WAS,15,0,0
2021,6796,Mekhi Becton,2021Mekhi Becton,OT,LAC,16,0,0
2021,6816,Cesar Ruiz,2021Cesar Ruiz,OL,NO,16,0,0
2021,6838,Marlon Davidson,2021Marlon Davidson,DE,HOU,14,0,0
2021,6848,Anfernee Jennings,2021Anfernee Jennings,LB,NE,16,0,0
2021,6872,Kyle Dugger,2021Kyle Dugger,DB,NE,16,0,0
2021,6876,A.J. Green,2021A.J. Green,CB,LAR,12,0,0
2021,6887,Larrell Murchison,2021Larrell Murchison,DT,LAR,13,0,0
2021,6890,Kamal Martin,2021Kamal Martin,LB,,10,0,0
2021,6897,Jabari Zuniga,2021Jabari Zuniga,DE,,16,0,0
2021,6909,Lynn Bowden,2021Lynn Bowden,WR,,16,0,0
2021,6911,Brandon Jones,2021Brandon Jones,DB,DEN,14,0,0
2021,6912,Davion Taylor,2021Davion Taylor,LB,,16,0,0
2021,6937,Khaleke Hudson,2021Khaleke Hudson,LB,,16,0,0
2021,6944,Tremayne Anchrum,2021Tremayne Anchrum,OL,,7,0,0
2021,6947,K'Von Wallace,2021K'Von Wallace,DB,MIN,16,0,0
2021,6956,Devin Asiasi,2021Devin Asiasi,TE,,6,0,0
2021,6967,Aaron Fuller,2021Aaron Fuller,WR,,16,0,0
2021,6968,Jordan Fuller,2021Jordan Fuller,DB,ATL,16,0,0
2021,6969,Dane Jackson,2021Dane Jackson,CB,BUF,16,0,0
2021,6972,DaVon Hamilton,2021DaVon Hamilton,DT,JAX,15,0,0
2021,7009,Trishton Jackson,2021Trishton Jackson,WR,,16,0,0
2021,7019,Chauncey Rivers,2021Chauncey Rivers,LB,,16,0,0
2021,7020,Cam Brown,2021Cam Brown,LB,,16,0,0
2021,7023,Willie Gay,2021Willie Gay,LB,MIA,16,0,0
2021,7030,Casey Toohill,2021Casey Toohill,DE,,16,0,0
2021,7052,John Reid,2021John Reid,CB,,14,0,0
2021,7058,Jaylinn Hawkins,2021Jaylinn Hawkins,SS,NE,15,0,0
2021,7069,Alohi Gilman,2021Alohi Gilman,DB,BAL,10,0,0
2021,7084,Jake Luton,2021Jake Luton,QB,,15,0,0
2021,7085,Isaiah Coulter,2021Isaiah Coulter,WR,,16,0,0
2021,7093,Adrian Killins,2021Adrian Killins,RB,DEN,16,0,0
2021,7126,Justin Herron,2021Justin Herron,OL,DET,16,0,0
2021,7127,Shaun Bradley,2021Shaun Bradley,LB,,15,0,0
2021,7144,Clay Johnston,2021Clay Johnston,LB,,16,0,0
2021,7148,TJ Brunson,2021TJ Brunson,LB,,16,0,0
2021,7151,Chris Williamson,2021Chris Williamson,CB,,14,0,0
2021,7174,Juwan Green,2021Juwan Green,WR,,7,0,0
2021,7208,Josh Thomas,2021Josh Thomas,DB,,16,0,0
2021,7226,Myles Hartsfield,2021Myles Hartsfield,DB,,16,0,0
2021,7247,George Obinna,2021George Obinna,LB,,5,0,0
2021,7268,Krys Barnes,2021Krys Barnes,LB,CAR,16,0,0
2021,7287,Josh Hammond,2021Josh Hammond,WR,,16,0,0
2021,7295,Ross Matiscik,2021Ross Matiscik,LS,JAX,16,0,0
2021,7316,Darius Bradwell,2021Darius Bradwell,RB,,16,0,0
2021,7319,Jeff Cotton,2021Jeff Cotton,WR,,16,0,0
2021,734,Trent Williams,2021Trent Williams,T,SF,15,0,0
2021,7344,Jonah Williams,2021Jonah Williams,DE,NO,15,0,0
2021,7346,Christian Rozeboom,2021Christian Rozeboom,LB,CAR,16,0,0
2021,7358,Jake Bargas,2021Jake Bargas,FB,,16,0,0
2021,7364,Blake Lynch,2021Blake Lynch,LB,,15,0,0
2021,7377,Kyle Murphy,2021Kyle Murphy,OL,NYG,16,0,0
2021,738,Clark Harris,2021Clark Harris,LS,,16,0,0
2021,7419,James Pierre,2021James Pierre,CB,PIT,16,0,0
2021,7420,Josh Hokit,2021Josh Hokit,FB,,16,0,0
2021,7429,Marcus Webb,2021Marcus Webb,DE,,16,0,0
2021,7433,Gavin Heslop,2021Gavin Heslop,CB,,16,0,0
2021,7449,Parnell Motley,2021Parnell Motley,CB,,14,0,0
2021,7487,Delontae Scott,2021Delontae Scott,LB,,16,0,0
2021,7489,Kylan Johnson,2021Kylan Johnson,LB,,1,0,0
2021,7546,Tre Nixon,2021Tre Nixon,WR,,16,0,0
2021,7576,Sage Surratt,2021Sage Surratt,TE,,1,0,0
2021,7578,Myron Mitchell,2021Myron Mitchell,WR,,16,0,0
2021,7628,Eric Stokes,2021Eric Stokes,CB,LV,16,0,0
2021,7630,Greg Newsome,2021Greg Newsome,CB,JAX,14,0,0
2021,7641,Pat Surtain,2021Pat Surtain,CB,DEN,16,0,0
2021,7661,Levi Onwuzurike,2021Levi Onwuzurike,DE,DET,16,0,0
2021,7680,Ifeatu Melifonwu,2021Ifeatu Melifonwu,CB,MIA,16,0,0
2021,7692,Kendrick Green,2021Kendrick Green,C,BUF,16,0,0
2021,7696,Milton Williams,2021Milton Williams,DT,NE,16,0,0
2021,7699,Quinn Meinerz,2021Quinn Meinerz,OL,DEN,16,0,0
2021,7700,Joshua Kaindoh,2021Joshua Kaindoh,DE,,16,0,0
2021,7709,Rashad Weaver,2021Rashad Weaver,LB,,16,0,0
2021,7711,Tommy Togiai,2021Tommy Togiai,DT,HOU,11,0,0
2021,7719,Jordan Smith,2021Jordan Smith,DE,,7,0,0
2021,7726,Derrick Barnes,2021Derrick Barnes,LB,DET,16,0,0
2021,7754,Marquiss Spencer,2021Marquiss Spencer,DE,,16,0,0
2021,7763,Mark Webb,2021Mark Webb,DB,,14,0,0
2021,7777,Trey Smith,2021Trey Smith,OL,KC,16,0,0
2021,7786,Rachad Wildgoose,2021Rachad Wildgoose,CB,,13,0,0
2021,7787,Damar Hamlin,2021Damar Hamlin,DB,BUF,15,0,0
2021,7795,Rodarius Williams,2021Rodarius Williams,CB,,16,0,0
2021,7824,Keith Taylor,2021Keith Taylor,CB,ATL,16,0,0
2021,7846,Caleb Johnson,2021Caleb Johnson,LB,MIA,14,0,0
2021,7853,Naquan Jones,2021Naquan Jones,DT,LAC,16,0,0
2021,7869,David Moore,2021David Moore,G,,16,0,0
2021,787,Jason Kelce,2021Jason Kelce,C,,16,0,0
2021,7892,AJ Parker,2021AJ Parker,CB,,15,0,0
2021,7905,Dylan Soehner,2021Dylan Soehner,TE,,16,0,0
2021,7918,A.J. Rose,2021A.J. Rose,RB,,16,0,0
2021,7939,Ben DeLuca,2021Ben DeLuca,DB,,16,0,0
2021,7945,Chris Garrett,2021Chris Garrett,LB,,5,0,0
2021,7952,Elijah Sullivan,2021Elijah Sullivan,LB,,16,0,0
2021,7979,Ryan Neuzil,2021Ryan Neuzil,OL,ATL,15,0,0
2021,8000,Zayne Anderson,2021Zayne Anderson,DB,GB,15,0,0
2021,8059,Barrington Wade,2021Barrington Wade,LB,,16,0,0
2021,8082,Jared Hocker,2021Jared Hocker,G,,15,0,0
2021,8087,K.J. Costello,2021K.J. Costello,QB,,1,0,0
2021,957,Cameron Jordan,2021Cameron Jordan,DE,NO,16,0,0
2021,967,Robert Quinn,2021Robert Quinn,LB,,16,0,0
2021,1052,Demario Davis,2021Demario Davis,LB,NO,16,0,0
2021,1101,Ben Jones,2021Ben Jones,C,,16,0,0
2021,1103,Whitney Mercilus,2021Whitney Mercilus,LB,GB,16,0,0
2021,1220,Senio Kelemete,2021Senio Kelemete,OL,,14,0,0
2021,1310,Tom Compton,2021Tom Compton,OL,,16,0,0
2021,1338,Matt Barkley,2021Matt Barkley,QB,,12,0,0
2021,1374,Brian Winters,2021Brian Winters,OL,,2,0,0
2021,1506,Tress Way,2021Tress Way,P,WAS,16,0,0
2021,1509,Kyle Long,2021Kyle Long,OG,,12,0,0
2021,1525,Micah Hyde,2021Micah Hyde,DB,,16,0,0
2021,1572,Alec Ogletree,2021Alec Ogletree,LB,,15,0,0
2021,1745,Patrick Scales,2021Patrick Scales,LS,,16,0,0
2021,1857,Kerry Hyder,2021Kerry Hyder,DE,,15,0,0
2021,1893,Trey Hopkins,2021Trey Hopkins,C,,15,0,0
2021,1895,AJ McCarron,2021AJ McCarron,QB,,16,0,0
2021,1949,Matt Feiler,2021Matt Feiler,G,,15,0,0
2021,1993,Tyler Shatley,2021Tyler Shatley,OL,,16,0,0
2021,2027,Denico Autry,2021Denico Autry,DE,HOU,16,0,0
2021,2033,Shelby Harris,2021Shelby Harris,DE,CLE,15,0,0
2021,2062,Anthony Hitchens,2021Anthony Hitchens,LB,KC,14,0,0
2021,2063,Casey Kreiter,2021Casey Kreiter,LS,NYG,16,0,0
2021,2112,Charles Leno,2021Charles Leno,T,,16,0,0
2021,2172,Jake Matthews,2021Jake Matthews,T,ATL,16,0,0
2021,2227,Aaron Donald,2021Aaron Donald,DT,,16,0,0
2021,2326,Cedric Ogbuehi,2021Cedric Ogbuehi,T,,8,0,0
2021,2333,Laken Tomlinson,2021Laken Tomlinson,OL,HOU,16,0,0
2021,2340,Mario Edwards,2021Mario Edwards,DE,HOU,14,0,0
2021,2383,P.J. Williams,2021P.J. Williams,CB,,16,0,0
2021,2403,Steven Nelson,2021Steven Nelson,CB,,16,0,0
2021,2427,Za'Darius Smith,2021Za'Darius Smith,LB,,16,0,0
2021,2450,Brett Hundley,2021Brett Hundley,QB,,15,0,0
2021,2469,Joe Cardona,2021Joe Cardona,LS,MIA,16,0,0
2021,2472,David Mayo,2021David Mayo,LB,,16,0,0
2021,2517,Christian Covington,2021Christian Covington,DT,LAC,16,0,0
2021,2525,Bobby Hart,2021Bobby Hart,T,LAC,13,0,0
2021,2546,Darryl Roberts,2021Darryl Roberts,CB,,16,0,0
2021,2655,Nick Dzubnar,2021Nick Dzubnar,LB,,16,0,0
2021,2679,Dean Marlowe,2021Dean Marlowe,DB,,15,0,0
2021,2724,Brandon King,2021Brandon King,LB,,15,0,0
2021,2956,Brett Jones,2021Brett Jones,C,,16,0,0
2021,2975,Jordan Berry,2021Jordan Berry,P,,16,0,0
2021,2999,Rick Lovato,2021Rick Lovato,LS,LAC,16,0,0
2021,3057,B.J. Finney,2021B.J. Finney,OL,,14,0,0
2021,3176,Reggie Ragland,2021Reggie Ragland,LB,,16,0,0
2021,3180,Robert Nkemdiche,2021Robert Nkemdiche,DT,,10,0,0
2021,3184,William Jackson,2021William Jackson,CB,,12,0,0
2021,3191,Karl Joseph,2021Karl Joseph,DB,,16,0,0
2021,3195,Noah Spence,2021Noah Spence,DE,,16,0,0
2021,3199,Michael Thomas,2021Michael Thomas,WR,,16,0,0
2021,3215,Xavien Howard,2021Xavien Howard,DB,,15,0,0
2021,3224,Mackensie Alexander,2021Mackensie Alexander,CB,,16,0,0
2021,3239,Bronson Kaufusi,2021Bronson Kaufusi,TE,GB,16,0,0
2021,3241,Jonathan Bullard,2021Jonathan Bullard,DE,NO,10,0,0
2021,3251,Jordan Jenkins,2021Jordan Jenkins,DE,,16,0,0
2021,3259,Graham Glasgow,2021Graham Glasgow,G,DET,16,0,0
2021,3284,Deon Bush,2021Deon Bush,DB,KC,16,0,0
2021,3292,Willie Henry,2021Willie Henry,DT,,3,0,0
2021,3303,Matthew Judon,2021Matthew Judon,LB,MIA,16,0,0
2021,3320,Halapoulivaati Vaitai,2021Halapoulivaati Vaitai,G,,15,0,0
2021,3360,Jordan Lucas,2021Jordan Lucas,DB,,10,0,0
2021,3363,Kamu Grugier-Hill,2021Kamu Grugier-Hill,LB,,16,0,0
2021,3474,Briean Boddy-Calhoun,2021Briean Boddy-Calhoun,CB,TEN,16,0,0
2021,3786,George Fant,2021George Fant,OT,WAS,15,0,0
2021,4056,Jabrill Peppers,2021Jabrill Peppers,DB,PIT,16,0,0
2021,4064,Cam Robinson,2021Cam Robinson,OL,CLE,16,0,0
2021,4079,Kevin King,2021Kevin King,CB,,12,0,0
2021,4095,Malik McDowell,2021Malik McDowell,DT,,16,0,0
2021,4122,Dan Feeney,2021Dan Feeney,OL,TB,16,0,0
2021,4126,Fabian Moreau,2021Fabian Moreau,CB,MIN,15,0,0
2021,4132,Montravius Adams,2021Montravius Adams,DT,,15,0,0
2021,4158,Eddie Jackson,2021Eddie Jackson,DB,,14,0,0
2021,4163,Jalen Reeves-Maybin,2021Jalen Reeves-Maybin,LB,,14,0,0
2021,4165,Julien Davenport,2021Julien Davenport,T,,9,0,0
2021,4213,Nate Gerry,2021Nate Gerry,LB,,7,0,0
2021,4223,Rudy Ford,2021Rudy Ford,DB,,16,0,0
2021,4228,Jordan Evans,2021Jordan Evans,LB,CIN,16,0,0
2021,4255,Elijah Lee,2021Elijah Lee,LB,,16,0,0
2021,4259,Al-Quadin Muhammad,2021Al-Quadin Muhammad,DE,DET,16,0,0
2021,4277,Adrian Colbert,2021Adrian Colbert,DB,,7,0,0
2021,4282,Corey Levin,2021Corey Levin,G,TEN,16,0,0
2021,4536,Jason Croom,2021Jason Croom,TE,,16,0,0
2021,4592,Elijah Wilkinson,2021Elijah Wilkinson,OL,ATL,15,0,0
2021,4619,Dee Virgin,2021Dee Virgin,DB,,7,0,0
2021,4678,Tyrone Swoopes,2021Tyrone Swoopes,TE,,1,0,0
2021,4693,Andrew Wylie,2021Andrew Wylie,G,WAS,16,0,0
2021,4948,Orlando Brown,2021Orlando Brown,T,CIN,16,0,0
2021,4960,Roquan Smith,2021Roquan Smith,LB,BAL,16,0,0
2021,4968,Tremaine Edmunds,2021Tremaine Edmunds,LB,CHI,14,0,0
2021,4976,Daron Payne,2021Daron Payne,DT,WAS,16,0,0
2021,4979,Jaire Alexander,2021Jaire Alexander,CB,BAL,15,0,0
2021,5015,Sam Hubbard,2021Sam Hubbard,DE,,16,0,0
2021,5063,Justin Jones,2021Justin Jones,DT,ARI,16,0,0
2021,5069,Kylie Fitts,2021Kylie Fitts,LB,,16,0,0
2021,5094,Ryan Izzo,2021Ryan Izzo,TE,,15,0,0
2021,5102,Daurice Fountain,2021Daurice Fountain,WR,,11,0,0
2021,5126,Austin Proehl,2021Austin Proehl,WR,,10,0,0
2021,5147,Emmanuel Ellerbee,2021Emmanuel Ellerbee,LB,ATL,16,0,0
2021,5191,Taylor Stallworth,2021Taylor Stallworth,DT,,16,0,0
2021,5218,Demone Harris,2021Demone Harris,DE,,14,0,0
2021,5226,Poona Ford,2021Poona Ford,DT,LAR,16,0,0
2021,5293,Jordan Veasy,2021Jordan Veasy,WR,,16,0,0
2021,5329,Armani Watts,2021Armani Watts,DB,,16,0,0
2021,5334,Josey Jewell,2021Josey Jewell,LB,,16,0,0
2021,5341,Taron Johnson,2021Taron Johnson,CB,BUF,16,0,0
2021,5362,Jordan Mailata,2021Jordan Mailata,T,PHI,16,0,0
2021,5379,Tre Flowers,2021Tre Flowers,CB,DET,15,0,0
2021,5429,Jeremiah Kolone,2021Jeremiah Kolone,OL,,16,0,0
2021,544,Kareem Jackson,2021Kareem Jackson,DB,,15,0,0
2021,5445,George Odum,2021George Odum,DB,,16,0,0
2021,5450,Skai Moore,2021Skai Moore,LB,,16,0,0
2021,5503,J.C. Hassenauer,2021J.C. Hassenauer,C,,16,0,0
2021,5551,Jimmy Murray,2021Jimmy Murray,OL,,8,0,0
2021,5576,Ben Niemann,2021Ben Niemann,LB,,16,0,0
2021,5613,Bruce Hector,2021Bruce Hector,DE,,16,0,0
2021,5626,Bunmi Rotimi,2021Bunmi Rotimi,DE,,15,0,0
2021,5655,Ryan Neal,2021Ryan Neal,SS,,16,0,0
2021,5678,Ike Boettger,2021Ike Boettger,OG,,16,0,0
2021,5757,Josh Woods,2021Josh Woods,LB,ATL,15,0,0
2021,579,Linval Joseph,2021Linval Joseph,DT,,15,0,0
2021,5792,Jeremy Reaves,2021Jeremy Reaves,DB,WAS,16,0,0
2021,5840,Josh Hines-Allen,2021Josh Hines-Allen,DE,JAX,16,0,0
2021,5867,Dalton Risner,2021Dalton Risner,G,CIN,16,0,0
2021,5874,Kaleb McGary,2021Kaleb McGary,T,ATL,16,0,0
2021,5898,Michael Deiter,2021Michael Deiter,OL,WAS,16,0,0
2021,5914,David Long,2021David Long,CB,IND,15,0,0
2021,5923,Joe Jackson,2021Joe Jackson,DE,,14,0,0
2021,5933,Bless Austin,2021Bless Austin,DB,,14,0,0
2021,5934,Charles Omenihu,2021Charles Omenihu,DE,KC,15,0,0
2021,5936,Nate Davis,2021Nate Davis,G,,13,0,0
2021,5952,Chase Hansen,2021Chase Hansen,LB,,16,0,0
2021,5963,Nate Herbig,2021Nate Herbig,G,,16,0,0
2021,5969,Chuma Edoga,2021Chuma Edoga,OT,JAX,16,0,0
2021,5971,Ben Banogu,2021Ben Banogu,DE,,9,0,0
2021,6034,Donnie Lewis,2021Donnie Lewis,CB,DEN,1,0,0
2021,6088,Bisi Johnson,2021Bisi Johnson,WR,,16,0,0
2021,6094,Sam Mustipher,2021Sam Mustipher,OL,LAC,16,0,0
2021,6127,Joejuan Williams,2021Joejuan Williams,CB,,12,0,0
2021,6132,Oshane Ximines,2021Oshane Ximines,LB,,11,0,0
2021,6152,Khari Willis,2021Khari Willis,DB,,16,0,0
2021,6157,Renell Wren,2021Renell Wren,DT,,16,0,0
2021,6164,Kahale Warring,2021Kahale Warring,TE,,16,0,0
2021,6196,Christian Wade,2021Christian Wade,RB,,1,0,0
2021,6215,Wes Martin,2021Wes Martin,G,,13,0,0
2021,6258,Nik Needham,2021Nik Needham,CB,NYJ,16,0,0
2021,6279,Brandon Dillon,2021Brandon Dillon,TE,,16,0,0
2021,6286,Tim Harris,2021Tim Harris,CB,,14,0,0
2021,6323,Andrew Beck,2021Andrew Beck,RB,NYJ,16,0,0
2021,6348,Del'Shawn Phillips,2021Del'Shawn Phillips,LB,LAC,16,0,0
2021,6476,D'Angelo Ross,2021D'Angelo Ross,DB,HOU,16,0,0
2021,6517,Randy Ramsey,2021Randy Ramsey,LB,,16,0,0
2021,6569,Malcolm Pridgeon,2021Malcolm Pridgeon,G,,16,0,0
2021,6581,Derick Roberson,2021Derick Roberson,LB,,14,0,0
2021,6633,Matt Nelson,2021Matt Nelson,T,MIN,13,0,0
2021,6651,Anthony Pittman,2021Anthony Pittman,LB,,16,0,0
2021,6791,C.J. Henderson,2021C.J. Henderson,CB,,13,0,0
2021,6799,Grant Delpit,2021Grant Delpit,DB,CLE,16,0,0
2021,6802,A.J. Epenesa,2021A.J. Epenesa,DE,BUF,14,0,0
2021,6808,Josh Jones,2021Josh Jones,OL,SEA,16,0,0
2021,6821,Austin Jackson,2021Austin Jackson,T,MIA,16,0,0
2021,6836,A.J. Terrell,2021A.J. Terrell,CB,ATL,16,0,0
2021,6839,Jaylon Johnson,2021Jaylon Johnson,DB,CHI,16,0,0
2021,6855,Ashtyn Davis,2021Ashtyn Davis,DB,MIA,16,0,0
2021,6859,Prince Tega Wanogho,2021Prince Tega Wanogho,T,,9,0,0
2021,6871,Cameron Dantzler,2021Cameron Dantzler,CB,,15,0,0
2021,6874,Kenny Willekes,2021Kenny Willekes,DE,,16,0,0
2021,6880,Logan Wilson,2021Logan Wilson,LB,CIN,13,0,0
2021,6882,Darnay Holmes,2021Darnay Holmes,CB,LV,16,0,0
2021,6906,Antonio Gandy-Golden,2021Antonio Gandy-Golden,TE,,8,0,0
2021,6913,Joe Reed,2021Joe Reed,WR,,16,0,0
2021,6915,Alton Robinson,2021Alton Robinson,DE,,16,0,0
2021,6920,Isaiah Hodgins,2021Isaiah Hodgins,WR,PIT,16,0,0
2021,6922,Ezra Cleveland,2021Ezra Cleveland,G,JAX,16,0,0
2021,6935,Josiah Scott,2021Josiah Scott,CB,,15,0,0
2021,6936,Joseph Charlton,2021Joseph Charlton,P,,12,0,0
2021,6948,Leki Fotu,2021Leki Fotu,DT,LV,16,0,0
2021,6958,Mike Danna,2021Mike Danna,DE,KC,16,0,0
2021,6965,Jonathan Garvin,2021Jonathan Garvin,LB,,16,0,0
2021,6990,Tanner Muse,2021Tanner Muse,LB,,16,0,0
2021,6994,Lamar Jackson,2021Lamar Jackson,CB,,16,0,0
2021,6995,Carlos Davis,2021Carlos Davis,DT,,13,0,0
2021,6999,Benito Jones,2021Benito Jones,DT,MIA,16,0,0
2021,7018,Malcolm Roach,2021Malcolm Roach,DT,DEN,13,0,0
2021,7022,Shane Lemieux,2021Shane Lemieux,OL,SEA,16,0,0
2021,7044,Julian Blackmon,2021Julian Blackmon,DB,NO,16,0,0
2021,7061,Cameron Clark,2021Cameron Clark,OT,NYJ,16,0,0
