year,player_id,player_name,LOOKUP Column,position,nfl_team,weeks_played,total_fantasy_points,avg_points_per_game
2022,6823,Jacob Eason,2022Jacob Eason,QB,,16,0.36,0.02
2022,1737,Case Keenum,2022Case Keenum,QB,CHI,16,0.32,0.02
2022,7436,Mason Kinsey,2022Mason Kinsey,WR,TEN,16,0.3,0.02
2022,6523,Jack Fox,2022Jack Fox,P,DET,16,0.24,0.01
2022,1833,Damien Williams,2022Damien Williams,RB,,13,0.2,0.02
2022,7039,Cody White,2022Cody White,WR,SEA,16,0.2,0.01
2022,112,Andy Lee,2022Andy Lee,P,,16,0.16,0.01
2022,8241,Anthony Brown,2022Anthony Brown,QB,,16,0.14,0.01
2022,3306,Jordan Howard,2022Jordan Howard,RB,,5,0.1,0.02
2022,1338,Matt Barkley,2022Matt Barkley,QB,,16,0,0
2022,1428,David Quessenberry,2022David Quessenberry,OL,LAR,16,0,0
2022,1932,DaQuan Jones,2022DaQuan Jones,DT,BUF,16,0,0
2022,2354,Mitch Morse,2022Mitch Morse,C,,13,0,0
2022,3401,Tyler Matakevich,2022Tyler Matakevich,LB,,16,0,0
2022,5981,Greg Gaines,2022Greg Gaines,DT,TB,15,0,0
2022,6390,Marquise Copeland,2022Marquise Copeland,DT,,14,0,0
2022,7036,Terrell Burgess,2022Terrell Burgess,DB,NO,15,0,0
2022,7556,Marquez Stevenson,2022Marquez Stevenson,WR,,16,0,0
2022,7627,Greg Rousseau,2022Greg Rousseau,DE,BUF,13,0,0
2022,7817,Earnest Brown,2022Earnest Brown,DE,DAL,16,0,0
2022,8296,Kaiir Elam,2022Kaiir Elam,DB,DAL,13,0,0
2022,8330,Quentin Lake,2022Quentin Lake,DB,LAR,16,0,0
2022,8736,Elijah Garcia,2022Elijah Garcia,DT,NYG,13,0,0
2022,8746,Benton Whitley,2022Benton Whitley,DE,,9,0,0
2022,8747,Roger Carter,2022Roger Carter,TE,,16,0,0
2022,8748,TJ Carter,2022TJ Carter,DB,,16,0,0
2022,8901,Ja'Marcus Ingram,2022Ja'Marcus Ingram,CB,BUF,16,0,0
2022,2227,Aaron Donald,2022Aaron Donald,DT,,11,0,0
2022,2986,Greg Mancz,2022Greg Mancz,OL,,13,0,0
2022,3174,Leonard Floyd,2022Leonard Floyd,LB,ATL,16,0,0
2022,3785,Brandin Bryant,2022Brandin Bryant,DT,,12,0,0
2022,4102,Dion Dawkins,2022Dion Dawkins,OT,BUF,15,0,0
2022,4771,Greg Van Roten,2022Greg Van Roten,OG,NYG,16,0,0
2022,5014,Joseph Noteboom,2022Joseph Noteboom,OL,BAL,16,0,0
2022,5098,Siran Neal,2022Siran Neal,CB,SF,16,0,0
2022,5841,Ed Oliver,2022Ed Oliver,DT,BUF,13,0,0
2022,5914,David Long,2022David Long,CB,IND,11,0,0
2022,6105,Joe Giles-Harris,2022Joe Giles-Harris,LB,CIN,16,0,0
2022,6461,Matt Orzech,2022Matt Orzech,LS,GB,16,0,0
2022,6944,Tremayne Anchrum,2022Tremayne Anchrum,OL,,16,0,0
2022,7344,Jonah Williams,2022Jonah Williams,DE,NO,15,0,0
2022,7646,Boogie Basham,2022Boogie Basham,DE,CAR,15,0,0
2022,7672,Ernest Jones,2022Ernest Jones,LB,SEA,16,0,0
2022,8311,Terrel Bernard,2022Terrel Bernard,LB,BUF,16,0,0
2022,8505,AJ Arcuri,2022AJ Arcuri,OT,LAR,16,0,0
2022,8733,Jake Hummel,2022Jake Hummel,LB,BAL,16,0,0
2022,8774,Alec Anderson,2022Alec Anderson,OL,BUF,15,0,0
2022,1516,Sam Martin,2022Sam Martin,P,CAR,16,0,0
2022,2357,Jordan Phillips,2022Jordan Phillips,DE,BUF,12,0,0
2022,2525,Bobby Hart,2022Bobby Hart,T,LAC,16,0,0
2022,2826,Troy Hill,2022Troy Hill,CB,,15,0,0
2022,3218,A'Shawn Robinson,2022A'Shawn Robinson,DT,CAR,16,0,0
2022,4072,Tre'Davious White,2022Tre'Davious White,CB,BUF,13,0,0
2022,5304,Brian Allen,2022Brian Allen,OL,,7,0,0
2022,5341,Taron Johnson,2022Taron Johnson,CB,BUF,16,0,0
2022,5366,Tim Settle,2022Tim Settle,DT,HOU,15,0,0
2022,5429,Jeremiah Kolone,2022Jeremiah Kolone,OL,,16,0,0
2022,623,Rodger Saffold,2022Rodger Saffold,G,,16,0,0
2022,6802,A.J. Epenesa,2022A.J. Epenesa,DE,BUF,15,0,0
2022,6837,Terrell Lewis,2022Terrell Lewis,LB,,13,0,0
2022,7346,Christian Rozeboom,2022Christian Rozeboom,LB,CAR,16,0,0
2022,7712,Robert Rochell,2022Robert Rochell,DB,DAL,16,0,0
2022,7771,Jake Funk,2022Jake Funk,RB,,16,0,0
2022,7872,Alaric Jackson,2022Alaric Jackson,OL,LAR,15,0,0
2022,8016,Max Pircher,2022Max Pircher,OL,MIN,16,0,0
2022,8299,Baylon Spector,2022Baylon Spector,LB,BUF,6,0,0
2022,8456,Logan Bruss,2022Logan Bruss,OL,,16,0,0
2022,871,Von Miller,2022Von Miller,LB,WAS,16,0,0
2022,8737,Dan Isom,2022Dan Isom,DB,,2,0,0
2022,886,Taiwan Jones,2022Taiwan Jones,RB,,16,0,0
2022,1567,Tavon Austin,2022Tavon Austin,WR,,4,0,0
2022,2362,Rob Havenstein,2022Rob Havenstein,OL,LAR,16,0,0
2022,3160,Jalen Ramsey,2022Jalen Ramsey,CB,PIT,16,0,0
2022,4191,Matt Milano,2022Matt Milano,LB,BUF,15,0,0
2022,4551,Tanner Gentry,2022Tanner Gentry,WR,,15,0,0
2022,5647,Grant Haley,2022Grant Haley,DB,,16,0,0
2022,6076,Justin Hollins,2022Justin Hollins,LB,,15,0,0
2022,6301,Nick Scott,2022Nick Scott,DB,CAR,16,0,0
2022,6426,Chandler Brewer,2022Chandler Brewer,OL,,16,0,0
2022,6968,Jordan Fuller,2022Jordan Fuller,DB,ATL,15,0,0
2022,6969,Dane Jackson,2022Dane Jackson,CB,BUF,15,0,0
2022,7166,T.J. Carter,2022T.J. Carter,DE,,16,0,0
2022,7342,Michael Hoecht,2022Michael Hoecht,DT,BUF,16,0,0
2022,7722,Bobby Brown,2022Bobby Brown,DT,CAR,14,0,0
2022,7943,Zach Davidson,2022Zach Davidson,TE,,16,0,0
2022,8487,Christian Benford,2022Christian Benford,DB,BUF,14,0,0
2022,8734,Brayden Thomas,2022Brayden Thomas,DE,,16,0,0
2022,8898,C.J. Brewer,2022C.J. Brewer,DT,TB,6,0,0
2022,1233,Bobby Wagner,2022Bobby Wagner,LB,WAS,16,0,0
2022,5623,Mike Love,2022Mike Love,DE,,16,0,0
2022,5678,Ike Boettger,2022Ike Boettger,OG,,15,0,0
2022,5904,David Edwards,2022David Edwards,OL,BUF,15,0,0
2022,5948,Bobby Evans,2022Bobby Evans,OL,,12,0,0
2022,6000,Ryan Bates,2022Ryan Bates,OL,CHI,15,0,0
2022,6834,Jared Pinkney,2022Jared Pinkney,TE,,16,0,0
2022,7993,Trey Ragas,2022Trey Ragas,RB,,2,0,0
2022,8381,Cobie Durant,2022Cobie Durant,DB,LAR,12,0,0
2022,8520,Daniel Hardy,2022Daniel Hardy,LB,CHI,16,0,0
2022,8739,Keir Thomas,2022Keir Thomas,DE,LAR,16,0,0
2022,8873,Kyler McMichael,2022Kyler McMichael,DB,,16,0,0
2022,1343,Jordan Poyer,2022Jordan Poyer,DB,BUF,12,0,0
2022,1525,Micah Hyde,2022Micah Hyde,DB,,16,0,0
2022,3576,Reid Ferguson,2022Reid Ferguson,LS,BUF,16,0,0
2022,4968,Tremaine Edmunds,2022Tremaine Edmunds,LB,CHI,13,0,0
2022,5306,Travin Howard,2022Travin Howard,LB,,8,0,0
2022,5340,Andre Smith,2022Andre Smith,LB,,13,0,0
2022,5454,Coleman Shelton,2022Coleman Shelton,OL,LAR,16,0,0
2022,5882,Taylor Rapp,2022Taylor Rapp,DB,BUF,15,0,0
2022,5930,Jaquan Johnson,2022Jaquan Johnson,DB,,16,0,0
2022,6315,Tyrel Dodson,2022Tyrel Dodson,LB,MIA,16,0,0
2022,7691,Spencer Brown,2022Spencer Brown,OT,BUF,14,0,0
2022,7787,Damar Hamlin,2022Damar Hamlin,DB,BUF,16,0,0
2022,8822,Ryan Van Demark,2022Ryan Van Demark,OL,BUF,16,0,0
2022,1088,Kelvin Beachum,2022Kelvin Beachum,OL,ARI,16,0,0
2022,1113,Bryan Anger,2022Bryan Anger,P,DAL,16,0,0
2022,1205,Rodney McLeod,2022Rodney McLeod,DB,,16,0,0
2022,1216,Justin Bethel,2022Justin Bethel,DB,,16,0,0
2022,1238,Josh Harris,2022Josh Harris,LS,LAC,16,0,0
2022,1244,Josh Gordon,2022Josh Gordon,WR,,5,0,0
2022,1378,Ryan Jensen,2022Ryan Jensen,C,,16,0,0
2022,1386,Giovani Bernard,2022Giovani Bernard,RB,,16,0,0
2022,1553,John Jenkins,2022John Jenkins,DT,BAL,15,0,0
2022,1721,Andrew DePaola,2022Andrew DePaola,LS,MIN,16,0,0
2022,1745,Patrick Scales,2022Patrick Scales,LS,,16,0,0
2022,1785,James Winchester,2022James Winchester,LS,KC,16,0,0
2022,1857,Kerry Hyder,2022Kerry Hyder,DE,,15,0,0
2022,1875,C.J. Mosley,2022C.J. Mosley,LB,,16,0,0
2022,1881,Brent Urban,2022Brent Urban,DE,BAL,15,0,0
2022,1949,Matt Feiler,2022Matt Feiler,G,,16,0,0
2022,1997,Josh Wells,2022Josh Wells,T,,16,0,0
2022,2027,Denico Autry,2022Denico Autry,DE,HOU,11,0,0
2022,2064,DeMarcus Lawrence,2022DeMarcus Lawrence,DE,SEA,16,0,0
2022,2147,Joe Thomas,2022Joe Thomas,LB,,16,0,0
2022,2230,Lamarcus Joyner,2022Lamarcus Joyner,DB,,14,0,0
2022,2330,Shaq Thompson,2022Shaq Thompson,LB,BUF,16,0,0
2022,2332,Byron Jones,2022Byron Jones,CB,,16,0,0
2022,2383,P.J. Williams,2022P.J. Williams,CB,,14,0,0
2022,2393,Danielle Hunter,2022Danielle Hunter,DE,HOU,16,0,0
2022,2403,Steven Nelson,2022Steven Nelson,CB,,15,0,0
2022,2405,Angelo Blackson,2022Angelo Blackson,DE,,15,0,0
2022,2438,Mark Glowinski,2022Mark Glowinski,G,,16,0,0
2022,2448,Bobby McCain,2022Bobby McCain,CB,,16,0,0
2022,2796,Efe Obada,2022Efe Obada,DE,,16,0,0
2022,2860,Bryce Callahan,2022Bryce Callahan,CB,,15,0,0
2022,2961,David Andrews,2022David Andrews,C,,13,0,0
2022,2999,Rick Lovato,2022Rick Lovato,LS,LAC,16,0,0
2022,3017,Jesse Davis,2022Jesse Davis,OL,,16,0,0
2022,3159,Laremy Tunsil,2022Laremy Tunsil,OL,WAS,16,0,0
2022,3207,Andrew Billings,2022Andrew Billings,DT,CHI,13,0,0
2022,3234,Carl Nassib,2022Carl Nassib,DE,,13,0,0
2022,3255,Kyler Fackrell,2022Kyler Fackrell,LB,,2,0,0
2022,3281,David Onyemata,2022David Onyemata,DT,ATL,16,0,0
2022,3283,Jerald Hawkins,2022Jerald Hawkins,OT,,13,0,0
2022,3320,Halapoulivaati Vaitai,2022Halapoulivaati Vaitai,G,,16,0,0
2022,3388,Jalen Mills,2022Jalen Mills,CB,HOU,10,0,0
2022,3399,Jayron Kearse,2022Jayron Kearse,DB,,13,0,0
2022,3400,Clayton Fejedelem,2022Clayton Fejedelem,DB,,16,0,0
2022,3415,Jonathan Jones,2022Jonathan Jones,DB,WAS,15,0,0
2022,3439,Jake Brendel,2022Jake Brendel,OL,SF,16,0,0
2022,3560,Austin Johnson,2022Austin Johnson,DT,JAX,16,0,0
2022,3743,Morgan Fox,2022Morgan Fox,DE,,16,0,0
2022,4075,Charles Harris,2022Charles Harris,LB,,11,0,0
2022,4091,Marcus Williams,2022Marcus Williams,DB,,16,0,0
2022,4118,Alex Anzalone,2022Alex Anzalone,LB,DET,16,0,0
2022,4140,Shaquill Griffin,2022Shaquill Griffin,CB,SEA,14,0,0
2022,4219,Jeremy McNichols,2022Jeremy McNichols,RB,WAS,16,0,0
2022,4220,Jayon Brown,2022Jayon Brown,LB,,11,0,0
2022,4223,Rudy Ford,2022Rudy Ford,DB,,16,0,0
2022,4233,Zane Gonzalez,2022Zane Gonzalez,K,,16,0,0
2022,4288,Chase Roullier,2022Chase Roullier,C,,16,0,0
2022,4399,Eric Smith,2022Eric Smith,T,,14,0,0
2022,4606,Dylan Cole,2022Dylan Cole,LB,,14,0,0
2022,4611,Justin Hardee,2022Justin Hardee,CB,,16,0,0
2022,4693,Andrew Wylie,2022Andrew Wylie,G,WAS,16,0,0
2022,4848,Christian Kuntz,2022Christian Kuntz,LS,PIT,16,0,0
2022,5023,Chukwuma Okorafor,2022Chukwuma Okorafor,OL,NYJ,16,0,0
2022,5027,Geron Christian,2022Geron Christian,OL,DAL,10,0,0
2022,5042,Deadrin Senat,2022Deadrin Senat,DT,,15,0,0
2022,5051,Donte Jackson,2022Donte Jackson,CB,LAC,16,0,0
2022,5054,Carlton Davis,2022Carlton Davis,CB,NE,13,0,0
2022,5075,Ogbo Okoronkwo,2022Ogbo Okoronkwo,LB,PHI,16,0,0
2022,5078,Davontae Harris,2022Davontae Harris,CB,,16,0,0
2022,5104,Scott Quessenberry,2022Scott Quessenberry,OL,,16,0,0
2022,5174,Tegray Scales,2022Tegray Scales,LB,,10,0,0
2022,518,Devin McCourty,2022Devin McCourty,DB,,16,0,0
2022,5289,Cameron Batson,2022Cameron Batson,WR,,16,0,0
2022,5300,Kenny Young,2022Kenny Young,LB,,8,0,0
2022,5317,Keion Crossen,2022Keion Crossen,DB,,15,0,0
2022,5328,Tremon Smith,2022Tremon Smith,DB,HOU,16,0,0
2022,5335,Colby Gossett,2022Colby Gossett,OL,,16,0,0
2022,5342,Marquis Haynes,2022Marquis Haynes,DE,,16,0,0
2022,5361,Avonte Maddox,2022Avonte Maddox,CB,DET,13,0,0
2022,5362,Jordan Mailata,2022Jordan Mailata,T,PHI,15,0,0
2022,5519,Tavierre Thomas,2022Tavierre Thomas,DB,MIN,16,0,0
2022,554,Tyson Alualu,2022Tyson Alualu,DE,,16,0,0
2022,5572,Henry Mondeaux,2022Henry Mondeaux,DE,,16,0,0
2022,5576,Ben Niemann,2022Ben Niemann,LB,,16,0,0
2022,5662,A.J. Moore,2022A.J. Moore,DB,,16,0,0
2022,5674,Andre Chachere,2022Andre Chachere,DB,,13,0,0
2022,5858,Andre Dillard,2022Andre Dillard,T,,16,0,0
2022,5868,Greg Little,2022Greg Little,T,,16,0,0
2022,5908,Amani Hooker,2022Amani Hooker,DB,TEN,9,0,0
2022,5921,Kris Boyd,2022Kris Boyd,CB,NYJ,16,0,0
2022,5944,Bobby Okereke,2022Bobby Okereke,LB,NYG,16,0,0
2022,5946,Jamel Dean,2022Jamel Dean,CB,TB,14,0,0
2022,5979,Ryan Connelly,2022Ryan Connelly,LB,,16,0,0
2022,6003,Anthony Nelson,2022Anthony Nelson,LB,TB,16,0,0
2022,6024,Fred Johnson,2022Fred Johnson,T,PHI,15,0,0
2022,6069,Stanley Morgan,2022Stanley Morgan,WR,,14,0,0
2022,6127,Joejuan Williams,2022Joejuan Williams,CB,,16,0,0
2022,6129,Jerry Tillery,2022Jerry Tillery,DT,KC,14,0,0
2022,6133,Chase Winovich,2022Chase Winovich,DE,,14,0,0
2022,6157,Renell Wren,2022Renell Wren,DT,,15,0,0
2022,6174,Chris Slayton,2022Chris Slayton,DT,,16,0,0
2022,6216,Ugo Amadi,2022Ugo Amadi,DB,NO,11,0,0
2022,6218,E.J. Speed,2022E.J. Speed,LB,HOU,16,0,0
2022,6224,Drew Forbes,2022Drew Forbes,OG,,11,0,0
2022,6231,John Lovett,2022John Lovett,QB,,16,0,0
2022,6233,Matt Sokol,2022Matt Sokol,TE,PIT,16,0,0
2022,6333,Keisean Nixon,2022Keisean Nixon,CB,GB,16,0,0
2022,6355,Micah Abernathy,2022Micah Abernathy,FS,,15,0,0
2022,6379,Khari Blasingame,2022Khari Blasingame,FB,,15,0,0
2022,6437,John Leglue,2022John Leglue,OT,,16,0,0
2022,6610,Demetrius Flannigan-Fowles,2022Demetrius Flannigan-Fowles,LB,NYG,16,0,0
2022,6611,Andrew Dowell,2022Andrew Dowell,LB,,16,0,0
2022,6781,Isaiah Simmons,2022Isaiah Simmons,DB,,16,0,0
2022,6791,C.J. Henderson,2022C.J. Henderson,CB,,16,0,0
2022,6800,K'Lavon Chaisson,2022K'Lavon Chaisson,LB,NE,15,0,0
2022,6821,Austin Jackson,2022Austin Jackson,T,MIA,14,0,0
2022,6858,James Lynch,2022James Lynch,DT,TEN,15,0,0
2022,6860,Akeem Davis-Gaither,2022Akeem Davis-Gaither,LB,ARI,16,0,0
2022,6862,Saahdiq Charles,2022Saahdiq Charles,T,CAR,13,0,0
2022,6871,Cameron Dantzler,2022Cameron Dantzler,CB,,15,0,0
2022,6896,Amik Robertson,2022Amik Robertson,CB,DET,16,0,0
2022,6901,Joshua Metellus,2022Joshua Metellus,DB,MIN,16,0,0
2022,6905,Matt Peart,2022Matt Peart,T,DEN,16,0,0
2022,6912,Davion Taylor,2022Davion Taylor,LB,,16,0,0
2022,6930,Trystan Colon,2022Trystan Colon,C,DET,15,0,0
2022,6937,Khaleke Hudson,2022Khaleke Hudson,LB,,16,0,0
2022,6948,Leki Fotu,2022Leki Fotu,DT,LV,16,0,0
2022,6972,DaVon Hamilton,2022DaVon Hamilton,DT,JAX,16,0,0
2022,7004,Rashard Lawrence,2022Rashard Lawrence,DT,,14,0,0
2022,7010,Calvin Throckmorton,2022Calvin Throckmorton,OL,DEN,14,0,0
2022,7038,Darius Anderson,2022Darius Anderson,RB,,13,0,0
2022,7043,Blake Ferguson,2022Blake Ferguson,LS,,16,0,0
2022,7075,Charlie Woerner,2022Charlie Woerner,TE,ATL,16,0,0
2022,7085,Isaiah Coulter,2022Isaiah Coulter,WR,,11,0,0
2022,7105,Ramiz Ahmed,2022Ramiz Ahmed,K,,16,0,0
2022,7107,Jason Huntley,2022Jason Huntley,RB,,15,0,0
2022,7117,L'Jarius Sneed,2022L'Jarius Sneed,CB,TEN,16,0,0
2022,7122,Broderick Washington,2022Broderick Washington,DT,BAL,16,0,0
2022,7126,Justin Herron,2022Justin Herron,OL,DET,16,0,0
2022,7127,Shaun Bradley,2022Shaun Bradley,LB,,15,0,0
2022,7133,Isaiah Rodgers,2022Isaiah Rodgers,CB,MIN,16,0,0
2022,7137,Stantley Thomas-Oliver,2022Stantley Thomas-Oliver,CB,,14,0,0
2022,7280,Carter O'Donnell,2022Carter O'Donnell,T,,16,0,0
2022,7307,Tommy Townsend,2022Tommy Townsend,P,HOU,16,0,0
2022,7347,JuJu Hughes,2022JuJu Hughes,DB,,13,0,0
2022,7410,David Bada,2022David Bada,DT,,16,0,0
2022,7443,Teair Tart,2022Teair Tart,DT,LAC,15,0,0
2022,7448,Nick Leverett,2022Nick Leverett,G,ARI,16,0,0
2022,7537,Jaret Patterson,2022Jaret Patterson,RB,LAC,16,0,0
2022,7626,Odafe Oweh,2022Odafe Oweh,LB,LAC,16,0,0
2022,7639,Rashawn Slater,2022Rashawn Slater,T,LAC,16,0,0
2022,7640,Micah Parsons,2022Micah Parsons,LB,GB,16,0,0
2022,7655,Asante Samuel,2022Asante Samuel,CB,,16,0,0
2022,7657,Walker Little,2022Walker Little,T,JAX,16,0,0
2022,7665,Landon Dickerson,2022Landon Dickerson,OL,PHI,16,0,0
2022,7674,Patrick Jones,2022Patrick Jones,DE,CAR,15,0,0
2022,7677,Divine Deablo,2022Divine Deablo,LB,ATL,16,0,0
2022,7684,Jalen Mayfield,2022Jalen Mayfield,OL,,16,0,0
2022,7685,Brandon Stephens,2022Brandon Stephens,DB,NYJ,15,0,0
2022,7690,Ben Cleveland,2022Ben Cleveland,G,BAL,8,0,0
2022,7711,Tommy Togiai,2022Tommy Togiai,DT,HOU,11,0,0
2022,7717,Zechariah McPhearson,2022Zechariah McPhearson,CB,,16,0,0
2022,7721,Chris Rumph,2022Chris Rumph,LB,NO,14,0,0
2022,7723,Elerson G. Smith,2022Elerson G. Smith,LB,,15,0,0
2022,7728,James Hudson,2022James Hudson,OT,NYG,16,0,0
2022,7768,Jack Anderson,2022Jack Anderson,G,,12,0,0
2022,7775,Thomas Graham,2022Thomas Graham,DB,,11,0,0
2022,7780,Tay Gowan,2022Tay Gowan,CB,,16,0,0
2022,7786,Rachad Wildgoose,2022Rachad Wildgoose,CB,,14,0,0
2022,7816,Jason Pinnock,2022Jason Pinnock,CB,SF,13,0,0
2022,7818,T.J. Slaton,2022T.J. Slaton,DT,CIN,16,0,0
2022,7824,Keith Taylor,2022Keith Taylor,CB,ATL,16,0,0
2022,7825,Shawn Davis,2022Shawn Davis,DB,,5,0,0
2022,7873,Jordan Meredith,2022Jordan Meredith,OL,LV,7,0,0
2022,7880,Jack Heflin,2022Jack Heflin,DT,LAR,16,0,0
2022,7905,Dylan Soehner,2022Dylan Soehner,TE,,13,0,0
2022,7912,Trill Williams,2022Trill Williams,CB,,16,0,0
2022,7930,Raymond Johnson,2022Raymond Johnson,DE,,16,0,0
2022,7954,Connor Wedington,2022Connor Wedington,WR,,1,0,0
2022,8014,Ryan McCollum,2022Ryan McCollum,C,PIT,15,0,0
2022,8020,Curtis Robinson,2022Curtis Robinson,LB,SF,10,0,0
2022,8084,Mark Gilbert,2022Mark Gilbert,CB,,15,0,0
2022,8182,Chase Allen,2022Chase Allen,TE,,16,0,0
2022,8192,Curtis Hodges,2022Curtis Hodges,TE,,16,0,0
2022,8194,Jashaun Corbin,2022Jashaun Corbin,RB,NE,16,0,0
2022,8215,Austin Allen,2022Austin Allen,TE,,6,0,0
2022,8220,Sincere McCormick,2022Sincere McCormick,RB,SF,16,0,0
2022,8247,Gerrit Prince,2022Gerrit Prince,TE,,16,0,0
2022,8248,Kalil Pimpleton,2022Kalil Pimpleton,WR,,16,0,0
2022,8249,Lucas Krull,2022Lucas Krull,TE,DEN,16,0,0
2022,8266,Quay Walker,2022Quay Walker,LB,GB,16,0,0
2022,8275,Josh Jobe,2022Josh Jobe,DB,SEA,10,0,0
2022,8278,Christian Harris,2022Christian Harris,LB,HOU,16,0,0
2022,8283,Brian Asamoah,2022Brian Asamoah,LB,LV,16,0,0
2022,8288,Christopher Hinton,2022Christopher Hinton,DL,,7,0,0
2022,8292,Darrian Beavers,2022Darrian Beavers,LB,,16,0,0
2022,8297,Jeremiah Moon,2022Jeremiah Moon,LB,CAR,16,0,0
2022,8319,DeMarvin Leal,2022DeMarvin Leal,DL,PIT,16,0,0
2022,8325,Arnold Ebiketie,2022Arnold Ebiketie,DL,ATL,15,0,0
2022,8329,Devin Lloyd,2022Devin Lloyd,LB,JAX,16,0,0
2022,8331,Otito Ogbonnia,2022Otito Ogbonnia,DL,LAC,14,0,0
2022,8368,Sam Williams,2022Sam Williams,DL,DAL,14,0,0
2022,8375,Kalia Davis,2022Kalia Davis,DL,SF,16,0,0
2022,8383,Cameron Thomas,2022Cameron Thomas,DL,CLE,16,0,0
2022,8394,Percy Butler,2022Percy Butler,DB,WAS,14,0,0
2022,8437,Thomas Hennigan,2022Thomas Hennigan,WR,,16,0,0
2022,8451,Ikem Ekwonu,2022Ikem Ekwonu,T,CAR,16,0,0
2022,8455,Joshua Ezeudu,2022Joshua Ezeudu,OL,NYG,13,0,0
2022,8459,Bernhard Raimann,2022Bernhard Raimann,OL,IND,15,0,0
2022,8462,Luke Fortner,2022Luke Fortner,G,NO,16,0,0
2022,8476,DaRon Bland,2022DaRon Bland,DB,DAL,16,0,0
2022,8481,Ja'Sir Taylor,2022Ja'Sir Taylor,DB,LAC,16,0,0
2022,8488,Zach Thomas,2022Zach Thomas,OL,,16,0,0
2022,8489,Drew Ogletree,2022Drew Ogletree,TE,IND,16,0,0
2022,8498,Devin Harper,2022Devin Harper,LB,,12,0,0
2022,8504,Doug Kramer,2022Doug Kramer,OL,,16,0,0
2022,8507,Marquis Hayes,2022Marquis Hayes,OL,NYJ,16,0,0
2022,8514,Andrew Stueber,2022Andrew Stueber,OL,,16,0,0
2022,8515,Christian Matthew,2022Christian Matthew,DB,,14,0,0
2022,8516,Christian Holmes,2022Christian Holmes,CB,,16,0,0
2022,8538,Ryan Stonehouse,2022Ryan Stonehouse,P,,16,0,0
2022,8546,Jacobi Francis,2022Jacobi Francis,DB,,14,0,0
2022,8568,John Lovett,2022John Lovett,RB,,7,0,0
2022,8619,Jason Poe,2022Jason Poe,OL,,16,0,0
2022,8645,Benjie Franklin,2022Benjie Franklin,CB,,6,0,0
2022,8646,Israel Antwine,2022Israel Antwine,DT,,5,0,0
2022,8664,Brad Hawkins,2022Brad Hawkins,DB,,16,0,0
2022,8725,DaMarcus Mitchell,2022DaMarcus Mitchell,DE,,15,0,0
2022,878,Justin Houston,2022Justin Houston,DL,,13,0,0
2022,8788,Allan George,2022Allan George,CB,,16,0,0
2022,8799,Zaire Mitchell-Paden,2022Zaire Mitchell-Paden,TE,NO,16,0,0
2022,8802,Alec Lindstrom,2022Alec Lindstrom,C,,16,0,0
2022,8836,Forrest Rhyne,2022Forrest Rhyne,LB,,12,0,0
2022,8845,Bryce Cosby,2022Bryce Cosby,CB,,15,0,0
2022,8850,Ben Stille,2022Ben Stille,DT,,16,0,0
2022,8871,Nolan Turner,2022Nolan Turner,DB,,13,0,0
2022,8919,Ayo Oyelola,2022Ayo Oyelola,DB,,16,0,0
2022,8926,Xavier Newman,2022Xavier Newman,OL,NYJ,16,0,0
2022,967,Robert Quinn,2022Robert Quinn,LB,,16,0,0
2022,1027,Fletcher Cox,2022Fletcher Cox,DT,,16,0,0
2022,1101,Ben Jones,2022Ben Jones,C,,14,0,0
2022,1122,Aaron Brewer,2022Aaron Brewer,LS,ARI,16,0,0
2022,1159,Riley Reiff,2022Riley Reiff,T,,16,0,0
2022,1197,Michael Brockers,2022Michael Brockers,DE,,6,0,0
2022,1213,Harrison Smith,2022Harrison Smith,DB,MIN,14,0,0
2022,1245,Beau Brinkley,2022Beau Brinkley,LS,,16,0,0
2022,1288,Lawrence Guy,2022Lawrence Guy,DT,,13,0,0
2022,1506,Tress Way,2022Tress Way,P,WAS,16,0,0
2022,1546,Kenjon Barner,2022Kenjon Barner,RB,,5,0,0
2022,1852,Dakota Dozier,2022Dakota Dozier,G,,16,0,0
2022,1905,Christian Kirksey,2022Christian Kirksey,LB,,16,0,0
2022,1934,Justin McCray,2022Justin McCray,OL,,14,0,0
2022,1993,Tyler Shatley,2022Tyler Shatley,OL,,16,0,0
2022,2022,Daniel Sorensen,2022Daniel Sorensen,DB,,16,0,0
2022,2098,Morgan Moses,2022Morgan Moses,OL,NE,16,0,0
2022,2130,Kyle Van Noy,2022Kyle Van Noy,LB,BAL,16,0,0
2022,2172,Jake Matthews,2022Jake Matthews,T,ATL,16,0,0
2022,2258,Dontae Johnson,2022Dontae Johnson,CB,,15,0,0
2022,2305,Charley Hughlett,2022Charley Hughlett,LS,PHI,16,0,0
2022,2310,Brandon Scherff,2022Brandon Scherff,G,,16,0,0
2022,2322,Arik Armstead,2022Arik Armstead,DE,JAX,8,0,0
2022,2326,Cedric Ogbuehi,2022Cedric Ogbuehi,T,,15,0,0
2022,2333,Laken Tomlinson,2022Laken Tomlinson,OL,HOU,16,0,0
2022,2350,Eric Kendricks,2022Eric Kendricks,LB,,16,0,0
2022,2389,Jordan Hicks,2022Jordan Hicks,LB,,16,0,0
2022,2437,Max Garcia,2022Max Garcia,OL,,11,0,0
2022,2521,Austin Reiter,2022Austin Reiter,C,,15,0,0
2022,3186,Kenny Clark,2022Kenny Clark,DE,DAL,16,0,0
